700nm,710nm,717nm,725nm,732nm,740nm,743nm,748nm,751nm,753nm,758nm,763nm,768nm,780nm,792nm,798nm,805nm,815nm,830nm,850nm
0.005708544470641649,0.006304251262194975,0.006841066519792406,0.0076100510318990585,0.008683629014467833,0.009879797743230497,0.010320507040558898,0.011064559981214453,0.011497897742759286,0.011768905087061897,0.012315001392216631,0.012788657750649973,0.013305669444437129,0.01448386738544279,0.015325780585249013,0.016048397249578822,0.016578325405221278,0.017344742696500833,0.01961849371452138,0.021939689780783197
0.0051905769335344075,0.005745519286722225,0.0062448094424322545,0.006958585813012891,0.007985543702079156,0.009101962002558637,0.009506902343917939,0.010186410850376732,0.0105787618512252,0.01082213975876269,0.0113071059744996,0.011725186640574006,0.012182269727492251,0.013224397514167192,0.013966092574761085,0.014609371642961848,0.015078742729917754,0.01576572053647819,0.01788643567344942,0.02006898378190542
0.0055046135452448105,0.0061036290325570276,0.006641962735395206,0.007410432241584363,0.008539653193982548,0.009746359120090451,0.010179132352322796,0.010902096700754565,0.011316867820844366,0.011572568909143925,0.012077726933654716,0.012511148040008826,0.012985600171529645,0.01406773391003887,0.014835476785387311,0.01550679478916005,0.015994707799720908,0.01671542797198882,0.019006541335666673,0.021377998032035748
0.005413699870150758,0.005984572654798739,0.0064986558994269165,0.007234427741454285,0.008275239081976301,0.009422481133562793,0.009842312127535429,0.010549260265048845,0.010959471494638308,0.011215123980300331,0.011727843083074542,0.012171408892092832,0.012655903601267855,0.013760222619765682,0.01454801030882259,0.015227154122068962,0.015724140895903793,0.016446552440945568,0.01862665691477945,0.020860104093515273
0.004898129213841034,0.005435462463458937,0.005918116236396877,0.006606648829463917,0.007627952364011572,0.008711055817310387,0.009097517546446542,0.009741791397595503,0.010110322430835697,0.010336863796796785,0.010782603638752504,0.011164179548915246,0.01158212968205206,0.012535563515570032,0.013210979417938988,0.013803860559674119,0.014233965023603976,0.014872063092783938,0.016928051008171848,0.019061601747111825
0.004613622573271099,0.005126804301205179,0.005587364657989119,0.00624364272512864,0.007232608879830499,0.008268093323334367,0.008634349017522884,0.009242777004506047,0.009589016004836786,0.009800783953417838,0.010214480940326951,0.010567199840249088,0.010953957541661482,0.011836516046538317,0.012460041786130825,0.013011169441756143,0.013409664256558455,0.014005439765092189,0.01597030982212,0.01801816873248213
0.004812973140868178,0.005354449843917362,0.005840062138398209,0.00653140730103213,0.007586503109522871,0.008679989615561113,0.009064014399996682,0.009700099045419977,0.010060530519109332,0.010280048638538151,0.010706286841697724,0.011068442983603507,0.011465915678015639,0.012373173430022567,0.013012665294832226,0.013581263203431207,0.013991230535811326,0.014608189318587813,0.01668250054625361,0.018851997441387647
0.0057902485050027,0.006423918814096225,0.006993192906911028,0.007805453966173165,0.009006923909089429,0.010283983682870076,0.010740347703201335,0.011501624476980348,0.011937469821107948,0.012205622209450566,0.012733880100108192,0.013186404853303677,0.013681977088942532,0.014812422610445424,0.015613598721372865,0.01631604971383474,0.016825927421939797,0.017581385026797392,0.02000570543184678,0.022519563146083357
0.0047202398850746214,0.005258483887756895,0.005740799609325976,0.006426717423398902,0.007489007230690275,0.008577022896134401,0.008955934738334262,0.009581371781450576,0.009933955028625764,0.010147596595588563,0.0105593474683126,0.010907699079646413,0.01129045971372349,0.012164432652676034,0.012778691971832089,0.013328872479487372,0.01372418153523458,0.01432388949702403,0.01638710235189846,0.01855379618937748
0.005989204944626782,0.006625440144095355,0.007198108331781731,0.008017222202457359,0.009186550095853025,0.010465878916137055,0.010931824784500808,0.011714969509829337,0.012168201552797077,0.012449961718226682,0.013013110837177436,0.013499396913057354,0.014030815392318,0.015242266387075137,0.016105415823428004,0.016851910558168773,0.017397340331351936,0.01819306502104388,0.02062367251576524,0.023119871069808097
0.005777197748093828,0.006394224961359219,0.006949410569637437,0.007743161767274031,0.008883763998796012,0.010124985181088363,0.010575489539024697,0.011331652391346009,0.011768424945614824,0.01203945331895687,0.012579780179317834,0.01304571082238897,0.013555071759464073,0.014716366135952353,0.015543019671204727,0.016259655682261443,0.01678266748210094,0.017547756495735672,0.019905610362784713,0.022331395138419367
0.005806796969126374,0.00645729787729706,0.007040839982798047,0.007871887495056368,0.009134204461227053,0.010447451226071101,0.010909888579149901,0.011676695524855136,0.012111901447962021,0.012377384503129595,0.012894062710458273,0.013333640080198198,0.013815914282986739,0.014916622451688576,0.01569315527363858,0.01638204795627283,0.016879282894872075,0.017625710908821743,0.020117179365297926,0.022719570898152193
0.005871695494949132,0.006501479166437651,0.007067987852502532,0.00787764253663582,0.009047083895075584,0.010314378245171575,0.010773097306314303,0.011542223644554296,0.011985806179929299,0.012260658444989327,0.0128075020235809,0.013278528308481483,0.013793611270446158,0.014968054042057363,0.015803452575797194,0.016529049994467335,0.017058116067040285,0.017833735338857654,0.02024083661362282,0.02272072733953759
0.00473727494568232,0.005283419692533564,0.005772490750470601,0.006467415660901136,0.007556314992938781,0.008661164710180294,0.009043335900507377,0.009672360816411804,0.010025468712616213,0.010238518355807542,0.010646562642777094,0.010990522162037634,0.011368826976198898,0.012232875590545308,0.012838667418475653,0.01338465851152435,0.013775800757300893,0.014373234488394823,0.01646778233055659,0.01867456681479087
0.004900135713881107,0.00544237052573466,0.005929162094649285,0.006623108717914778,0.0076627257337089005,0.008756414373134097,0.00914452087797622,0.009790104201116468,0.01015819864747575,0.010383761940307793,0.010825604536184235,0.011202898081340742,0.011616433109341052,0.012559981683153766,0.013227279518443552,0.01381555180054789,0.014241437633691286,0.014876309702169466,0.016951909596569045,0.019111690048602123
0.005211346656754287,0.005791065550302379,0.006311337529410983,0.007052696729919995,0.008169985502378135,0.009339734477048198,0.009753457182978093,0.01044072231540855,0.010831812347579484,0.011071004462232917,0.011538253884895551,0.011936621196697828,0.012373435637521628,0.013370222777904374,0.014074438393802681,0.01469691505584957,0.015146989322588638,0.01581991317635342,0.01803954996377472,0.02035299938892749
0.0057042660996448075,0.006340042567329609,0.006910555387658635,0.00772337887391593,0.008951027626348544,0.010234070679112405,0.010687314454230547,0.011439858569955573,0.01186778649954153,0.012129322715579793,0.012639700254497028,0.01307458656216836,0.013551517937492158,0.014639899438586235,0.01540852828193688,0.016088613473090155,0.016580108949723078,0.01731576975180674,0.01975026175438268,0.022289162242292812
0.004926029676860973,0.005473743459478396,0.005965307118180771,0.0066657859361174835,0.007720887356831369,0.008826017344407123,0.009217004616819735,0.009866583141355374,0.010236294694806537,0.010462452077509805,0.010904351769674029,0.011281160977394292,0.011694320753313364,0.012637118427270144,0.013303255756324147,0.013891927977646967,0.014317610735101308,0.014953890691395444,0.01705093777969387,0.01923628716190111
0.004910717460686376,0.005489308522601562,0.006006764568357777,0.0067407811993083905,0.007917141193378024,0.009089414166665902,0.009489530896604901,0.010144366581850865,0.010508839918807463,0.01072684171604233,0.011138974756606931,0.011483722388402121,0.0118636801122833,0.01273203408919052,0.013337678801632632,0.01389075629229175,0.0142845307538203,0.01489456288283512,0.017115716676294003,0.019470732273906517
0.004760363761719272,0.005315868364284467,0.005812960390906737,0.006518614890424567,0.007638424960139693,0.008763169602720146,0.00914933021313711,0.009782916835727025,0.010136905081735538,0.010349460934706983,0.010753656700546359,0.011092941952754636,0.011466528655719503,0.012320086281332637,0.012916819788285128,0.01345853030559074,0.01384529099182936,0.01444064690797178,0.01657225828215518,0.01882607624951663
